0.sledgehammer initialize Params for sledgehammer: {abduce = SOME 0, cache_dir = NONE, compress = NONE, debug = false, expect =
0.sledgehammer initialize  "", fact_filter = NONE, fact_thresholds = (0.45, 0.85), falsify =
0.sledgehammer initialize  SOME false, induction_rules = NONE, instantiate = NONE, isar_proofs = NONE,
0.sledgehammer initialize  lam_trans = NONE, learn = true, max_facts = NONE, max_mono_iters = NONE,
0.sledgehammer initialize  max_new_mono_instances = NONE, max_proofs = 4, minimize = true, overlord =
0.sledgehammer initialize  false, preplay_provers = [], preplay_timeout = 1.000, provers =
0.sledgehammer initialize  ["cvc5_proof"], slices = 96, smt_proofs = true, spy = false, strict =
0.sledgehammer initialize  false, timeout = 30.000, try0 = true, type_enc = NONE, uncurried_aliases =
0.sledgehammer initialize  NONE, verbose = false}
0.sledgehammer goal.using     32797ms Ordered_Resolution_Prover.Lazy_List_Chain 447:15132  some (SH 32797ms, ATP 129ms): Try this: by (meson assms someI_ex tranclp_imp_exists_finite_chain_list) (5 ms)
0.sledgehammer goal.by         4064ms Ordered_Resolution_Prover.Lazy_List_Chain 447:15200  some (SH 4064ms, ATP 505ms): Try this: by fastforce (0.4 ms)
0.sledgehammer goal.by        63505ms Ordered_Resolution_Prover.Lazy_List_Chain 452:15379  some (SH 63505ms, ATP 1659ms): Try this: apply (metis list.case_eq_if list.collapse llist.case_eq_if llist.collapse(2) lnull_def prepend.simps(1,2)) (602 ms)
0.sledgehammer goal.by         9438ms Ordered_Resolution_Prover.Lazy_List_Chain 463:15794  some (SH 9438ms, ATP 469ms): Try this: apply (simp add: wit.code) (0.8 ms)
0.sledgehammer goal.by        73989ms Ordered_Resolution_Prover.Lazy_List_Chain 466:15883  some (SH 73989ms, ATP 1883ms): Try this: by (metis (lifting) enat_defs(1) i0_less ldropn_LNil ldropn_eq_LConsD llength_LNil llist.case_eq_if lnull_def wit.code) (212 ms)
0.sledgehammer goal.by        165480ms Ordered_Resolution_Prover.Lazy_List_Chain 469:16017  timeout (SH 165480ms):
0.sledgehammer goal.by         6328ms Ordered_Resolution_Prover.Lazy_List_Chain 472:16156  some (SH 6328ms, ATP 437ms): Try this: by (metis lnull_def) (23 ms)
0.sledgehammer goal.proof     33818ms Ordered_Resolution_Prover.Lazy_List_Chain 475:16232  timeout (SH 33818ms): Timed out
0.sledgehammer goal.proof     69795ms Ordered_Resolution_Prover.Lazy_List_Chain 478:16329  some (SH 69795ms, ATP 3738ms): Try this: by (smt (cvc5) chain.cases chain_length_pos chain_not_lnull emb.intros(1) enat_defs(1) ldropn_0 ldropn_Suc_conv_ldropn lfinite.intros(1) lhd_conv_lnth llist.case_eq_if ltl_simps(2) prepend.simps(1) wit.code wit_lsingleton)
0.sledgehammer goal.by        34996ms Ordered_Resolution_Prover.Lazy_List_Chain 481:16416  some (SH 34996ms, ATP 2379ms): Try this: by (metis chain_length_pos enat_defs(1) ldropn_0 ldropn_Suc_conv_ldropn prepend.simps(1) wit_LCons2) (63 ms)
0.sledgehammer goal.using     11425ms Ordered_Resolution_Prover.Lazy_List_Chain 490:16735  some (SH 11425ms, ATP 671ms): Try this: by (simp add: assms emb_lfinite) (4 ms)
0.sledgehammer goal.by         3875ms Ordered_Resolution_Prover.Lazy_List_Chain 490:16767  some (SH 3875ms, ATP 500ms): Try this: by blast (5 ms)
0.sledgehammer goal.proof     34782ms Ordered_Resolution_Prover.Lazy_List_Chain 495:16871  timeout (SH 34782ms): Timed out
0.sledgehammer goal.proof     33335ms Ordered_Resolution_Prover.Lazy_List_Chain 498:16943  timeout (SH 33334ms): Timed out
0.sledgehammer goal.by        182533ms Ordered_Resolution_Prover.Lazy_List_Chain 501:17036  some (SH 182533ms, ATP 4407ms): Try this: by (smt (z3) chain_consE chain_not_lnull lhd_LCons_ltl llast_LCons llast_prepend lnull_prepend lnull_wit wit_LCons2 wit_lsingleton) (313 ms)
0.sledgehammer goal.proof     34020ms Ordered_Resolution_Prover.Lazy_List_Chain 508:17288  timeout (SH 34020ms): Timed out
0.sledgehammer goal.by        48146ms Ordered_Resolution_Prover.Lazy_List_Chain 511:17418  some (SH 48146ms, ATP 1260ms): Try this: by (metis (no_types, lifting) ext chain.cases chain_not_lnull lhd_LCons_ltl lhd_wit pick wit_LCons2 wit_lsingleton) (714 ms)
0.sledgehammer goal.by        33705ms Ordered_Resolution_Prover.Lazy_List_Chain 515:17584  timeout (SH 33705ms): Timed out
0.sledgehammer goal.using      7962ms Ordered_Resolution_Prover.Lazy_List_Chain 520:17770  some (SH 7961ms, ATP 597ms): Try this: by (meson assms emb_lset_mono) (14 ms)
0.sledgehammer goal.by         4276ms Ordered_Resolution_Prover.Lazy_List_Chain 520:17800  some (SH 4276ms, ATP 534ms): Try this: by blast (2 ms)
0.sledgehammer goal.by         4340ms Ordered_Resolution_Prover.Lazy_List_Chain 523:17887  some (SH 4340ms, ATP 451ms): Try this: using emb_lfinite by blast (1 ms)
0.sledgehammer goal.using     29632ms Ordered_Resolution_Prover.Lazy_List_Chain 529:18180  timeout (SH 29632ms): Timed out
0.sledgehammer goal.proof     29158ms Ordered_Resolution_Prover.Lazy_List_Chain 529:18192  timeout (SH 29158ms): Timed out
0.sledgehammer goal.proof     34234ms Ordered_Resolution_Prover.Lazy_List_Chain 532:18280  timeout (SH 34234ms): Timed out
0.sledgehammer goal.using     34554ms Ordered_Resolution_Prover.Lazy_List_Chain 535:18335  timeout (SH 34554ms): Timed out
0.sledgehammer goal.unfolding 33716ms Ordered_Resolution_Prover.Lazy_List_Chain 536:18396  timeout (SH 33716ms): Timed out
0.sledgehammer goal.by         4422ms Ordered_Resolution_Prover.Lazy_List_Chain 538:18545  some (SH 4422ms, ATP 485ms): Try this: by blast (3 ms)
0.sledgehammer goal.by         9670ms Ordered_Resolution_Prover.Lazy_List_Chain 543:18716  some (SH 9670ms, ATP 532ms): Try this: by (meson emb.cases less.prems(3)) (320 ms)
0.sledgehammer goal.using     32610ms Ordered_Resolution_Prover.Lazy_List_Chain 545:18822  some (SH 32610ms, ATP 489ms): Try this: using \<open>emb xs bs\<close> less.hyps less.prems(2,3) that(1,2) by auto (46 ms)
0.sledgehammer goal.by         8876ms Ordered_Resolution_Prover.Lazy_List_Chain 545:18869  some (SH 8876ms, ATP 505ms): Try this: by (metis \<open>Xs = LCons b xs\<close> \<open>emb xs bs\<close> emb_lfinite lfinite_code(2)) (48 ms)
0.sledgehammer goal.by        33637ms Ordered_Resolution_Prover.Lazy_List_Chain 547:18943  timeout (SH 33637ms): Timed out
0.sledgehammer goal.by        39336ms Ordered_Resolution_Prover.Lazy_List_Chain 550:19074  some (SH 39336ms, ATP 857ms): Try this: by (metis (no_types, lifting) ext Suc Suc_le_D \<open>Xs = LCons b xs\<close> diff_commute diff_diff_add diff_is_0_eq lnth_Suc_LCons plus_1_eq_Suc zero_diff) (140 ms)
0.sledgehammer goal.proof     34438ms Ordered_Resolution_Prover.Lazy_List_Chain 557:19231  timeout (SH 34438ms): Timed out
0.sledgehammer goal.using      3756ms Ordered_Resolution_Prover.Lazy_List_Chain 559:19276  some (SH 3756ms, ATP 470ms): Try this: using emb_lfinite by blast (2 ms)
0.sledgehammer goal.by         3627ms Ordered_Resolution_Prover.Lazy_List_Chain 559:19303  some (SH 3627ms, ATP 438ms): Try this: by blast (2 ms)
0.sledgehammer goal.unfolding 34549ms Ordered_Resolution_Prover.Lazy_List_Chain 561:19342  timeout (SH 34549ms): Timed out
0.sledgehammer goal.by        34448ms Ordered_Resolution_Prover.Lazy_List_Chain 561:19369  timeout (SH 34448ms): Timed out
0.sledgehammer goal.proof     33988ms Ordered_Resolution_Prover.Lazy_List_Chain 565:19500  timeout (SH 33988ms): Timed out
0.sledgehammer goal.proof     128001ms Ordered_Resolution_Prover.Lazy_List_Chain 568:19582  some (SH 128001ms, ATP 3446ms): Try this: by (smt (cvc5, trigger_relev) emb emb.cases lfinite_lmap llist.simps(13) lmap_eq_LNil lmap_prepend) (2.0 s)
0.sledgehammer goal.using      9544ms Ordered_Resolution_Prover.Lazy_List_Chain 574:19738  some (SH 9543ms, ATP 538ms): Try this: by (metis emb emb_LConsE xs) (84 ms)
0.sledgehammer goal.by         5517ms Ordered_Resolution_Prover.Lazy_List_Chain 574:19776  some (SH 5517ms, ATP 527ms): Try this: by metis (36 ms)
0.sledgehammer goal.unfolding  5325ms Ordered_Resolution_Prover.Lazy_List_Chain 582:19934  some (SH 5325ms, ATP 497ms): Try this: by (simp add: xs) (2 ms)
0.sledgehammer goal.by         3792ms Ordered_Resolution_Prover.Lazy_List_Chain 582:19947  some (SH 3792ms, ATP 507ms): Try this: by auto (3 ms)
0.sledgehammer goal.unfolding  9358ms Ordered_Resolution_Prover.Lazy_List_Chain 584:20022  some (SH 9358ms, ATP 677ms): Try this: using ys by fastforce (3 ms)
0.sledgehammer goal.by         6765ms Ordered_Resolution_Prover.Lazy_List_Chain 584:20035  some (SH 6765ms, ATP 782ms): Try this: by force (2 ms)
0.sledgehammer goal.using      4341ms Ordered_Resolution_Prover.Lazy_List_Chain 586:20131  some (SH 4340ms, ATP 483ms): Try this: using emb' by blast (0.6 ms)
0.sledgehammer goal.by         3650ms Ordered_Resolution_Prover.Lazy_List_Chain 586:20142  some (SH 3650ms, ATP 476ms): Try this: by blast (0.5 ms)
0.sledgehammer goal.by         4833ms Ordered_Resolution_Prover.Lazy_List_Chain 588:20185  some (SH 4833ms, ATP 553ms): Try this: by blast (13 ms)
0.sledgehammer goal.using     19783ms Ordered_Resolution_Prover.Lazy_List_Chain 597:20390  some (SH 19783ms, ATP 612ms): Try this: by (simp add: assms lnth_rel_chain) (1 ms)
0.sledgehammer goal.by        18976ms Ordered_Resolution_Prover.Lazy_List_Chain 597:20402  some (SH 18976ms, ATP 532ms): Try this: by (simp add: lnth_rel_chain) (1 ms)
0.sledgehammer goal.using     61739ms Ordered_Resolution_Prover.Lazy_List_Chain 601:20559  some (SH 61738ms, ATP 930ms): Try this: by (metis chain_inf_llist_if_infinite_chain_function conversepD infinite_chain_lnth_rel) (19 ms)
0.sledgehammer goal.by        55620ms Ordered_Resolution_Prover.Lazy_List_Chain 601:20632  some (SH 55619ms, ATP 311ms): Try this: by (metis conversep_iff) (18 ms)
0.sledgehammer goal.proof     32978ms Ordered_Resolution_Prover.Lazy_List_Chain 604:20728  timeout (SH 32978ms): Timed out
0.sledgehammer goal.unfolding  3641ms Ordered_Resolution_Prover.Lazy_List_Chain 606:20777  some (SH 3640ms, ATP 416ms): Try this: by (simp add: wfp_def) (1 ms)
0.sledgehammer goal.by         3468ms Ordered_Resolution_Prover.Lazy_List_Chain 606:20795  some (SH 3468ms, ATP 363ms): Try this: by blast (0.4 ms)
0.sledgehammer goal.using      6215ms Ordered_Resolution_Prover.Lazy_List_Chain 608:20870  some (SH 6214ms, ATP 505ms): Try this: by (simp add: wf_iff_no_infinite_down_chain) (8 ms)
0.sledgehammer goal.by         5066ms Ordered_Resolution_Prover.Lazy_List_Chain 608:20906  some (SH 5066ms, ATP 517ms): Try this: by blast (11 ms)
0.sledgehammer goal.by        34664ms Ordered_Resolution_Prover.Lazy_List_Chain 610:20967  timeout (SH 34664ms): Timed out
0.sledgehammer goal.using     57358ms Ordered_Resolution_Prover.Lazy_List_Chain 612:21028  some (SH 57358ms, ATP 2244ms): Try this: by (metis chain_inf_llist_if_infinite_chain_function conversepD infinite_chain_lnth_rel) (18 ms)
0.sledgehammer goal.by        24564ms Ordered_Resolution_Prover.Lazy_List_Chain 612:21083  some (SH 24564ms, ATP 1397ms): Try this: by blast (7 ms)
0.sledgehammer goal.by         3959ms Ordered_Resolution_Prover.Lazy_List_Chain 614:21119  some (SH 3959ms, ATP 335ms): Try this: by meson (0.4 ms)
0.sledgehammer goal.by         6585ms Ordered_Resolution_Prover.Lazy_List_Chain 627:21519  some (SH 6585ms, ATP 510ms): Try this: using full_chain.cases apply blast (14 ms)
0.sledgehammer goal.using     33913ms Ordered_Resolution_Prover.Lazy_List_Chain 632:21677  timeout (SH 33912ms): Timed out
0.sledgehammer goal.by        33712ms Ordered_Resolution_Prover.Lazy_List_Chain 633:21691  timeout (SH 33711ms): Timed out
0.sledgehammer goal.proof     33363ms Ordered_Resolution_Prover.Lazy_List_Chain 638:21921  timeout (SH 33363ms): Timed out
0.sledgehammer goal.using     27515ms Ordered_Resolution_Prover.Lazy_List_Chain 642:22036  some (SH 27515ms, ATP 758ms): Try this: by (smt (z3) chain.coinduct full full_chain.cases) (3.1 s)
0.sledgehammer goal.by        26885ms Ordered_Resolution_Prover.Lazy_List_Chain 642:22047  some (SH 26885ms, ATP 807ms): Try this: by (smt (z3) chain.coinduct full_chain.cases) (3.3 s)
0.sledgehammer goal.by        44991ms Ordered_Resolution_Prover.Lazy_List_Chain 649:22211  some (SH 44991ms, ATP 664ms): Try this: by (metis (full_types) chain chain_not_lnull eSuc_enat i0_less ldropn_0 ldropn_Suc_conv_ldropn lfinite_ldropn lfinite_llength_enat llength_LCons llength_eq_0 zero_enat_def) (1.0 s)
0.sledgehammer goal.by        18289ms Ordered_Resolution_Prover.Lazy_List_Chain 652:22333  some (SH 18289ms, ATP 488ms): Try this: by (metis Suc_n_not_le_n enat_ord_simps(1) full full_chain_ldropn linorder_not_less suc_n) (45 ms)
0.sledgehammer goal.using     67132ms Ordered_Resolution_Prover.Lazy_List_Chain 654:22464  some (SH 67132ms, ATP 130ms): Try this: by (metis calculation full_chain_LNil ldropn_Suc_conv_ldropn ldropn_eq_LNil linorder_not_less llast_ldropn llast_singleton order_refl suc_n) (51 ms)
0.sledgehammer goal.by        45067ms Ordered_Resolution_Prover.Lazy_List_Chain 654:22476  some (SH 45067ms, ATP 244ms): Try this: by (metis (lifting) ext calculation eSuc_enat full_chain.cases iless_Suc_eq ldropn_Suc_conv_ldropn ldropn_eq_LConsD linorder_not_less llast_LCons llast_ldropn llist.sel(3) lnull_def) (1.9 s)
0.sledgehammer goal.by        17386ms Ordered_Resolution_Prover.Lazy_List_Chain 657:22679  some (SH 17386ms, ATP 1021ms): Try this: using full_chain.cases by fastforce (108 ms)
0.sledgehammer goal.by        35044ms Ordered_Resolution_Prover.Lazy_List_Chain 664:22827  timeout (SH 35044ms): Timed out
0.sledgehammer goal.using      4044ms Ordered_Resolution_Prover.Lazy_List_Chain 668:22984  some (SH 4044ms, ATP 477ms): Try this: using full_chain_iff_chain by blast (3 ms)
0.sledgehammer goal.by         4212ms Ordered_Resolution_Prover.Lazy_List_Chain 668:23011  some (SH 4212ms, ATP 568ms): Try this: by blast (1 ms)
0.sledgehammer goal.by        10500ms Ordered_Resolution_Prover.Lazy_List_Chain 671:23087  some (SH 10500ms, ATP 480ms): Try this: by (simp add: full_chain_not_lnull) (0.9 ms)
0.sledgehammer goal.by         5378ms Ordered_Resolution_Prover.Lazy_List_Chain 675:23251  some (SH 5378ms, ATP 629ms): Try this: using chain_lnth_rel full_chain_imp_chain by blast (6 ms)
0.sledgehammer goal.proof     22462ms Ordered_Resolution_Prover.Lazy_List_Chain 682:23439  some (SH 22462ms, ATP 1854ms): Try this: by (metis eSuc_enat full full_chain_iff_chain llast_conv_lnth llength_eq_enat_lfiniteD sj) (61 ms)
0.sledgehammer goal.by         4194ms Ordered_Resolution_Prover.Lazy_List_Chain 684:23471  some (SH 4194ms, ATP 379ms): Try this: by (metis llength_eq_enat_lfiniteD sj) (21 ms)
0.sledgehammer goal.using      4280ms Ordered_Resolution_Prover.Lazy_List_Chain 686:23541  some (SH 4280ms, ATP 496ms): Try this: by (meson full full_chain_iff_chain) (19 ms)
0.sledgehammer goal.by         3845ms Ordered_Resolution_Prover.Lazy_List_Chain 686:23573  some (SH 3845ms, ATP 608ms): Try this: by metis (27 ms)
0.sledgehammer goal.by         6370ms Ordered_Resolution_Prover.Lazy_List_Chain 688:23601  some (SH 6370ms, ATP 524ms): Try this: by (metis eSuc_enat llast_conv_lnth sj) (37 ms)
0.sledgehammer goal.proof     34964ms Ordered_Resolution_Prover.Lazy_List_Chain 697:23953  some (SH 34964ms, ATP 1173ms): Try this: by (metis chain_tranclp_imp_exists_chain emb_lfinite full full_chain_iff_chain tranclp.r_into_trancl) (128 ms)
0.sledgehammer goal.using      6362ms Ordered_Resolution_Prover.Lazy_List_Chain 700:24056  some (SH 6362ms, ATP 588ms): Try this: using chain_tranclp_imp_exists_chain full full_chain_imp_chain by blast (14 ms)
0.sledgehammer goal.by         4314ms Ordered_Resolution_Prover.Lazy_List_Chain 700:24123  some (SH 4314ms, ATP 529ms): Try this: by blast (4 ms)
0.sledgehammer goal.using     12607ms Ordered_Resolution_Prover.Lazy_List_Chain 702:24161  some (SH 12607ms, ATP 886ms): Try this: by (metis emb_lfinite full full_chain_iff_chain tranclp.r_into_trancl ys(1,2,4)) (80 ms)
0.sledgehammer goal.unfolding  9301ms Ordered_Resolution_Prover.Lazy_List_Chain 702:24202  some (SH 9300ms, ATP 1175ms): Try this: by (metis full_chain_iff_chain tranclp.r_into_trancl) (68 ms)
0.sledgehammer goal.by         9865ms Ordered_Resolution_Prover.Lazy_List_Chain 702:24233  some (SH 9864ms, ATP 747ms): Try this: by auto (4 ms)
0.sledgehammer goal.using      4327ms Ordered_Resolution_Prover.Lazy_List_Chain 704:24265  some (SH 4327ms, ATP 451ms): Try this: using ys(2,3,4) by blast (0.5 ms)
0.sledgehammer goal.by         3428ms Ordered_Resolution_Prover.Lazy_List_Chain 704:24279  some (SH 3428ms, ATP 460ms): Try this: by blast (2 ms)
0.sledgehammer finalize   Total number of sledgehammer calls: 217
0.sledgehammer finalize   Number of successful sledgehammer calls: 154
0.sledgehammer finalize   Number of sledgehammer lemmas: 842
0.sledgehammer finalize   Max number of sledgehammer lemmas: 16
0.sledgehammer finalize   Success rate: 71.0%
0.sledgehammer finalize   Total number of nontrivial sledgehammer calls: 217
0.sledgehammer finalize   Number of successful nontrivial sledgehammer calls: 154
0.sledgehammer finalize   Total time for sledgehammer calls (Isabelle): 6165.215
0.sledgehammer finalize   Total time for successful sledgehammer calls (ATP): 148.434
0.sledgehammer finalize   Average time for sledgehammer calls (Isabelle): 28.411
0.sledgehammer finalize   Average time for successful sledgehammer calls (ATP): 0.964
